#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   119    0.35904E+04   -0.39104E+02    0.27682E-05   -0.39104E+02    0.10571E+01   -0.81826E-08    0.27682E-05   -0.81826E-08    0.64752E-11
   120    0.36279E+04   -0.39638E+02    0.27169E-05   -0.39638E+02    0.10640E+01   -0.80951E-08    0.27169E-05   -0.80951E-08    0.63278E-11
   121    0.36653E+04   -0.40158E+02    0.26670E-05   -0.40158E+02    0.10706E+01   -0.79967E-08    0.26670E-05   -0.79967E-08    0.61848E-11
   122    0.37028E+04   -0.40661E+02    0.26184E-05   -0.40661E+02    0.10765E+01   -0.78885E-08    0.26184E-05   -0.78885E-08    0.60459E-11
   123    0.37402E+04   -0.41149E+02    0.25711E-05   -0.41149E+02    0.10819E+01   -0.77716E-08    0.25711E-05   -0.77716E-08    0.59110E-11
   124    0.37778E+04   -0.41619E+02    0.25250E-05   -0.41619E+02    0.10868E+01   -0.76472E-08    0.25250E-05   -0.76472E-08    0.57800E-11
   125    0.38152E+04   -0.42071E+02    0.24801E-05   -0.42071E+02    0.10911E+01   -0.75163E-08    0.24801E-05   -0.75163E-08    0.56528E-11
   126    0.38527E+04   -0.42506E+02    0.24363E-05   -0.42506E+02    0.10950E+01   -0.73802E-08    0.24363E-05   -0.73802E-08    0.55292E-11
   127    0.38901E+04   -0.42922E+02    0.23936E-05   -0.42922E+02    0.10982E+01   -0.72399E-08    0.23936E-05   -0.72399E-08    0.54090E-11
   128    0.39274E+04   -0.43319E+02    0.23519E-05   -0.43319E+02    0.11010E+01   -0.70966E-08    0.23519E-05   -0.70966E-08    0.52922E-11
   129    0.39647E+04   -0.43696E+02    0.23112E-05   -0.43696E+02    0.11032E+01   -0.69514E-08    0.23112E-05   -0.69514E-08    0.51786E-11
   130    0.40020E+04   -0.44052E+02    0.22714E-05   -0.44052E+02    0.11048E+01   -0.68054E-08    0.22714E-05   -0.68054E-08    0.50680E-11
   131    0.40392E+04   -0.44388E+02    0.22325E-05   -0.44388E+02    0.11058E+01   -0.66597E-08    0.22325E-05   -0.66597E-08    0.49604E-11
   132    0.40764E+04   -0.44702E+02    0.21945E-05   -0.44702E+02    0.11063E+01   -0.65146E-08    0.21945E-05   -0.65146E-08    0.48556E-11
   133    0.41135E+04   -0.44995E+02    0.21573E-05   -0.44995E+02    0.11063E+01   -0.63706E-08    0.21573E-05   -0.63706E-08    0.47535E-11
   134    0.41504E+04   -0.45264E+02    0.21210E-05   -0.45264E+02    0.11057E+01   -0.62278E-08    0.21210E-05   -0.62278E-08    0.46542E-11
   135    0.41873E+04   -0.45511E+02    0.20854E-05   -0.45511E+02    0.11046E+01   -0.60866E-08    0.20854E-05   -0.60866E-08    0.45575E-11
   136    0.42239E+04   -0.45732E+02    0.20506E-05   -0.45732E+02    0.11029E+01   -0.59473E-08    0.20506E-05   -0.59473E-08    0.44634E-11
   137    0.42605E+04   -0.45930E+02    0.20166E-05   -0.45930E+02    0.11006E+01   -0.58102E-08    0.20166E-05   -0.58102E-08    0.43717E-11
   138    0.42969E+04   -0.46103E+02    0.19834E-05   -0.46103E+02    0.10979E+01   -0.56757E-08    0.19834E-05   -0.56757E-08    0.42825E-11
   139    0.43329E+04   -0.46251E+02    0.19508E-05   -0.46251E+02    0.10947E+01   -0.55440E-08    0.19508E-05   -0.55440E-08    0.41956E-11
   140    0.43690E+04   -0.46374E+02    0.19190E-05   -0.46374E+02    0.10908E+01   -0.54154E-08    0.19190E-05   -0.54154E-08    0.41110E-11
   141    0.44047E+04   -0.46470E+02    0.18878E-05   -0.46470E+02    0.10864E+01   -0.52903E-08    0.18878E-05   -0.52903E-08    0.40286E-11
   142    0.44403E+04   -0.46541E+02    0.18573E-05   -0.46541E+02    0.10816E+01   -0.51689E-08    0.18573E-05   -0.51689E-08    0.39484E-11
   143    0.44758E+04   -0.46585E+02    0.18275E-05   -0.46585E+02    0.10763E+01   -0.50516E-08    0.18275E-05   -0.50516E-08    0.38703E-11
   144    0.45109E+04   -0.46602E+02    0.17983E-05   -0.46602E+02    0.10705E+01   -0.49387E-08    0.17983E-05   -0.49387E-08    0.37941E-11
   145    0.45457E+04   -0.46592E+02    0.17697E-05   -0.46592E+02    0.10643E+01   -0.48305E-08    0.17697E-05   -0.48305E-08    0.37199E-11
   146    0.45805E+04   -0.46555E+02    0.17416E-05   -0.46555E+02    0.10575E+01   -0.47273E-08    0.17416E-05   -0.47273E-08    0.36476E-11
   147    0.46148E+04   -0.46488E+02    0.17142E-05   -0.46488E+02    0.10503E+01   -0.46293E-08    0.17142E-05   -0.46293E-08    0.35770E-11
   148    0.46488E+04   -0.46394E+02    0.16872E-05   -0.46394E+02    0.10427E+01   -0.45370E-08    0.16872E-05   -0.45370E-08    0.35082E-11
   149    0.46827E+04   -0.46271E+02    0.16608E-05   -0.46271E+02    0.10346E+01   -0.44506E-08    0.16608E-05   -0.44506E-08    0.34411E-11
   150    0.47161E+04   -0.46117E+02    0.16350E-05   -0.46117E+02    0.10262E+01   -0.43705E-08    0.16350E-05   -0.43705E-08    0.33755E-11
   151    0.47492E+04   -0.45935E+02    0.16095E-05   -0.45935E+02    0.10174E+01   -0.42967E-08    0.16095E-05   -0.42967E-08    0.33115E-11
   152    0.47820E+04   -0.45723E+02    0.15846E-05   -0.45723E+02    0.10081E+01   -0.42291E-08    0.15846E-05   -0.42291E-08    0.32490E-11
   153    0.48144E+04   -0.45480E+02    0.15602E-05   -0.45480E+02    0.99850E+00   -0.41671E-08    0.15602E-05   -0.41671E-08    0.31879E-11
   154    0.48464E+04   -0.45207E+02    0.15362E-05   -0.45207E+02    0.98859E+00   -0.41103E-08    0.15362E-05   -0.41103E-08    0.31282E-11
   155    0.48782E+04   -0.44905E+02    0.15126E-05   -0.44905E+02    0.97839E+00   -0.40583E-08    0.15126E-05   -0.40583E-08    0.30700E-11
   156    0.49093E+04   -0.44572E+02    0.14895E-05   -0.44572E+02    0.96791E+00   -0.40106E-08    0.14895E-05   -0.40106E-08    0.30131E-11
   157    0.49403E+04   -0.44209E+02    0.14668E-05   -0.44209E+02    0.95715E+00   -0.39668E-08    0.14668E-05   -0.39668E-08    0.29576E-11
   158    0.49708E+04   -0.43815E+02    0.14446E-05   -0.43815E+02    0.94619E+00   -0.39264E-08    0.14446E-05   -0.39264E-08    0.29033E-11
   159    0.50009E+04   -0.43391E+02    0.14228E-05   -0.43391E+02    0.93490E+00   -0.38891E-08    0.14228E-05   -0.38891E-08    0.28504E-11
   160    0.50306E+04   -0.42936E+02    0.14014E-05   -0.42936E+02    0.92344E+00   -0.38543E-08    0.14014E-05   -0.38543E-08    0.27987E-11
   161    0.50600E+04   -0.42450E+02    0.13804E-05   -0.42450E+02    0.91189E+00   -0.38216E-08    0.13804E-05   -0.38216E-08    0.27482E-11
   162    0.50888E+04   -0.41935E+02    0.13598E-05   -0.41935E+02    0.90011E+00   -0.37906E-08    0.13598E-05   -0.37906E-08    0.26989E-11
   163    0.51174E+04   -0.41388E+02    0.13396E-05   -0.41388E+02    0.88819E+00   -0.37608E-08    0.13396E-05   -0.37608E-08    0.26507E-11
   164    0.51454E+04   -0.40812E+02    0.13197E-05   -0.40812E+02    0.87620E+00   -0.37318E-08    0.13197E-05   -0.37318E-08    0.26037E-11
   165    0.51730E+04   -0.40204E+02    0.13003E-05   -0.40204E+02    0.86409E+00   -0.37032E-08    0.13003E-05   -0.37032E-08    0.25578E-11
   166    0.52002E+04   -0.39566E+02    0.12812E-05   -0.39566E+02    0.85200E+00   -0.36744E-08    0.12812E-05   -0.36744E-08    0.25129E-11
   167    0.52270E+04   -0.38898E+02    0.12625E-05   -0.38898E+02    0.83973E+00   -0.36452E-08    0.12625E-05   -0.36452E-08    0.24691E-11
   168    0.52531E+04   -0.38199E+02    0.12441E-05   -0.38199E+02    0.82766E+00   -0.36149E-08    0.12441E-05   -0.36149E-08    0.24263E-11
   169    0.52788E+04   -0.37469E+02    0.12260E-05   -0.37469E+02    0.81551E+00   -0.35832E-08    0.12260E-05   -0.35832E-08    0.23844E-11
   170    0.53041E+04   -0.36709E+02    0.12083E-05   -0.36709E+02    0.80349E+00   -0.35497E-08    0.12083E-05   -0.35497E-08    0.23435E-11
   171    0.53287E+04   -0.35918E+02    0.11909E-05   -0.35918E+02    0.79162E+00   -0.35138E-08    0.11909E-05   -0.35138E-08    0.23035E-11
   172    0.53527E+04   -0.35096E+02    0.11738E-05   -0.35096E+02    0.77984E+00   -0.34752E-08    0.11738E-05   -0.34752E-08    0.22643E-11
   173    0.53761E+04   -0.34244E+02    0.11571E-05   -0.34244E+02    0.76816E+00   -0.34335E-08    0.11571E-05   -0.34335E-08    0.22261E-11
   174    0.53990E+04   -0.33362E+02    0.11406E-05   -0.33362E+02    0.75688E+00   -0.33880E-08    0.11406E-05   -0.33880E-08    0.21886E-11
   175    0.54214E+04   -0.32449E+02    0.11244E-05   -0.32449E+02    0.74572E+00   -0.33385E-08    0.11244E-05   -0.33385E-08    0.21520E-11
   176    0.54430E+04   -0.31506E+02    0.11085E-05   -0.31506E+02    0.73490E+00   -0.32846E-08    0.11085E-05   -0.32846E-08    0.21160E-11
   177    0.54641E+04   -0.30534E+02    0.10929E-05   -0.30534E+02    0.72437E+00   -0.32265E-08    0.10929E-05   -0.32265E-08    0.20809E-11
