#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   112    0.32866E+04   -0.35001E+02    0.28061E-05   -0.35001E+02    0.10043E+01   -0.96467E-08    0.28061E-05   -0.96467E-08    0.70034E-11
   113    0.33239E+04   -0.35610E+02    0.27521E-05   -0.35610E+02    0.10138E+01   -0.95660E-08    0.27521E-05   -0.95660E-08    0.68303E-11
   114    0.33614E+04   -0.36207E+02    0.26994E-05   -0.36207E+02    0.10228E+01   -0.94730E-08    0.26994E-05   -0.94730E-08    0.66623E-11
   115    0.33990E+04   -0.36792E+02    0.26482E-05   -0.36792E+02    0.10314E+01   -0.93684E-08    0.26482E-05   -0.93684E-08    0.64994E-11
   116    0.34366E+04   -0.37364E+02    0.25983E-05   -0.37364E+02    0.10394E+01   -0.92532E-08    0.25983E-05   -0.92532E-08    0.63414E-11
   117    0.34745E+04   -0.37922E+02    0.25496E-05   -0.37922E+02    0.10469E+01   -0.91283E-08    0.25496E-05   -0.91283E-08    0.61881E-11
   118    0.35125E+04   -0.38467E+02    0.25023E-05   -0.38467E+02    0.10541E+01   -0.89944E-08    0.25023E-05   -0.89944E-08    0.60395E-11
   119    0.35505E+04   -0.38996E+02    0.24561E-05   -0.38996E+02    0.10607E+01   -0.88525E-08    0.24561E-05   -0.88525E-08    0.58953E-11
   120    0.35886E+04   -0.39510E+02    0.24112E-05   -0.39510E+02    0.10667E+01   -0.87033E-08    0.24112E-05   -0.87033E-08    0.57555E-11
   121    0.36266E+04   -0.40007E+02    0.23674E-05   -0.40007E+02    0.10724E+01   -0.85479E-08    0.23674E-05   -0.85479E-08    0.56200E-11
   122    0.36647E+04   -0.40488E+02    0.23247E-05   -0.40488E+02    0.10774E+01   -0.83869E-08    0.23247E-05   -0.83869E-08    0.54884E-11
   123    0.37028E+04   -0.40952E+02    0.22832E-05   -0.40952E+02    0.10818E+01   -0.82213E-08    0.22832E-05   -0.82213E-08    0.53608E-11
   124    0.37409E+04   -0.41396E+02    0.22426E-05   -0.41396E+02    0.10857E+01   -0.80519E-08    0.22426E-05   -0.80519E-08    0.52370E-11
