#    L    TT             EE             BB             TE          
   198    0.57117E+04    0.69453E+00    0.10875E-01    0.10042E+01
   199    0.57169E+04    0.70659E+00    0.10997E-01    0.25858E+01
   200    0.57214E+04    0.72017E+00    0.11120E-01    0.41842E+01
   201    0.57251E+04    0.73534E+00    0.11244E-01    0.57997E+01
   202    0.57282E+04    0.75208E+00    0.11368E-01    0.74305E+01
   203    0.57304E+04    0.77046E+00    0.11493E-01    0.90772E+01
   204    0.57318E+04    0.79049E+00    0.11618E-01    0.10736E+02
   205    0.57324E+04    0.81219E+00    0.11743E-01    0.12410E+02
   206    0.57323E+04    0.83560E+00    0.11869E-01    0.14097E+02
   207    0.57315E+04    0.86072E+00    0.11996E-01    0.15796E+02
   208    0.57297E+04    0.88760E+00    0.12122E-01    0.17507E+02
   209    0.57272E+04    0.91625E+00    0.12249E-01    0.19229E+02
   210    0.57240E+04    0.94671E+00    0.12377E-01    0.20960E+02
   211    0.57200E+04    0.97900E+00    0.12505E-01    0.22701E+02
   212    0.57152E+04    0.10131E+01    0.12633E-01    0.24450E+02
   213    0.57096E+04    0.10492E+01    0.12761E-01    0.26207E+02
   214    0.57033E+04    0.10870E+01    0.12890E-01    0.27970E+02
   215    0.56963E+04    0.11270E+01    0.13019E-01    0.29739E+02
   216    0.56885E+04    0.11688E+01    0.13148E-01    0.31514E+02
   217    0.56801E+04    0.12125E+01    0.13277E-01    0.33292E+02
   218    0.56709E+04    0.12583E+01    0.13407E-01    0.35074E+02
   219    0.56609E+04    0.13060E+01    0.13536E-01    0.36860E+02
   220    0.56503E+04    0.13559E+01    0.13666E-01    0.38645E+02
   221    0.56390E+04    0.14078E+01    0.13796E-01    0.40432E+02
   222    0.56271E+04    0.14618E+01    0.13927E-01    0.42218E+02
   223    0.56143E+04    0.15179E+01    0.14057E-01    0.44005E+02
   224    0.56009E+04    0.15761E+01    0.14187E-01    0.45788E+02
   225    0.55869E+04    0.16365E+01    0.14318E-01    0.47569E+02
   226    0.55721E+04    0.16991E+01    0.14449E-01    0.49346E+02
   227    0.55567E+04    0.17639E+01    0.14579E-01    0.51118E+02
   228    0.55406E+04    0.18308E+01    0.14710E-01    0.52885E+02
   229    0.55239E+04    0.19000E+01    0.14841E-01    0.54645E+02
   230    0.55065E+04    0.19714E+01    0.14972E-01    0.56397E+02
   231    0.54884E+04    0.20451E+01    0.15102E-01    0.58142E+02
   232    0.54697E+04    0.21210E+01    0.15233E-01    0.59877E+02
   233    0.54504E+04    0.21993E+01    0.15363E-01    0.61601E+02
   234    0.54304E+04    0.22799E+01    0.15494E-01    0.63313E+02
   235    0.54097E+04    0.23628E+01    0.15624E-01    0.65013E+02
   236    0.53885E+04    0.24480E+01    0.15755E-01    0.66701E+02
   237    0.53666E+04    0.25356E+01    0.15885E-01    0.68373E+02
   238    0.53441E+04    0.26256E+01    0.16015E-01    0.70031E+02
   239    0.53210E+04    0.27179E+01    0.16144E-01    0.71672E+02
   240    0.52973E+04    0.28125E+01    0.16274E-01    0.73296E+02
   241    0.52731E+04    0.29096E+01    0.16403E-01    0.74901E+02
   242    0.52483E+04    0.30090E+01    0.16532E-01    0.76488E+02
   243    0.52230E+04    0.31109E+01    0.16661E-01    0.78053E+02
   244    0.51970E+04    0.32151E+01    0.16790E-01    0.79599E+02
   245    0.51706E+04    0.33218E+01    0.16918E-01    0.81121E+02
   246    0.51436E+04    0.34309E+01    0.17046E-01    0.82621E+02
   247    0.51161E+04    0.35424E+01    0.17174E-01    0.84096E+02
   248    0.50881E+04    0.36565E+01    0.17302E-01    0.85547E+02
   249    0.50597E+04    0.37728E+01    0.17429E-01    0.86971E+02
   250    0.50308E+04    0.38917E+01    0.17556E-01    0.88368E+02
   251    0.50014E+04    0.40129E+01    0.17682E-01    0.89738E+02
   252    0.49715E+04    0.41365E+01    0.17808E-01    0.91079E+02
   253    0.49413E+04    0.42624E+01    0.17934E-01    0.92391E+02
   254    0.49107E+04    0.43907E+01    0.18059E-01    0.93673E+02
   255    0.48795E+04    0.45212E+01    0.18184E-01    0.94926E+02
   256    0.48480E+04    0.46542E+01    0.18308E-01    0.96150E+02
   257    0.48162E+04    0.47891E+01    0.18432E-01    0.97336E+02
   258    0.47839E+04    0.49263E+01    0.18555E-01    0.98499E+02
   259    0.47513E+04    0.50657E+01    0.18678E-01    0.99623E+02
   260    0.47184E+04    0.52072E+01    0.18801E-01    0.10072E+03
   261    0.46851E+04    0.53506E+01    0.18923E-01    0.10178E+03
   262    0.46514E+04    0.54962E+01    0.19044E-01    0.10281E+03
   263    0.46177E+04    0.56437E+01    0.19165E-01    0.10381E+03
