#    L    TT             EE             TE             PP             TP          
   202    0.57353E+04    0.73079E+00    0.73111E+01    0.22580E+07    0.24531E+04
   203    0.57377E+04    0.74877E+00    0.89631E+01    0.22452E+07    0.24340E+04
   204    0.57392E+04    0.76839E+00    0.10628E+02    0.22324E+07    0.24151E+04
   205    0.57400E+04    0.78970E+00    0.12307E+02    0.22198E+07    0.23962E+04
   206    0.57400E+04    0.81271E+00    0.14000E+02    0.22073E+07    0.23775E+04
   207    0.57392E+04    0.83744E+00    0.15706E+02    0.21948E+07    0.23590E+04
   208    0.57376E+04    0.86392E+00    0.17423E+02    0.21825E+07    0.23406E+04
   209    0.57352E+04    0.89219E+00    0.19151E+02    0.21703E+07    0.23223E+04
   210    0.57321E+04    0.92226E+00    0.20889E+02    0.21582E+07    0.23042E+04
   211    0.57283E+04    0.95417E+00    0.22637E+02    0.21462E+07    0.22862E+04
   212    0.57235E+04    0.98793E+00    0.24393E+02    0.21343E+07    0.22683E+04
   213    0.57181E+04    0.10236E+01    0.26158E+02    0.21225E+07    0.22506E+04
   214    0.57119E+04    0.10611E+01    0.27929E+02    0.21109E+07    0.22330E+04
   215    0.57050E+04    0.11007E+01    0.29706E+02    0.20993E+07    0.22155E+04
   216    0.56973E+04    0.11421E+01    0.31489E+02    0.20878E+07    0.21982E+04
   217    0.56890E+04    0.11855E+01    0.33276E+02    0.20764E+07    0.21810E+04
   218    0.56798E+04    0.12309E+01    0.35067E+02    0.20651E+07    0.21639E+04
   219    0.56700E+04    0.12783E+01    0.36861E+02    0.20539E+07    0.21469E+04
   220    0.56595E+04    0.13278E+01    0.38656E+02    0.20428E+07    0.21301E+04
   221    0.56483E+04    0.13794E+01    0.40452E+02    0.20318E+07    0.21134E+04
   222    0.56364E+04    0.14331E+01    0.42248E+02    0.20208E+07    0.20968E+04
   223    0.56236E+04    0.14889E+01    0.44044E+02    0.20100E+07    0.20804E+04
   224    0.56104E+04    0.15468E+01    0.45837E+02    0.19993E+07    0.20640E+04
   225    0.55964E+04    0.16069E+01    0.47629E+02    0.19886E+07    0.20478E+04
   226    0.55817E+04    0.16692E+01    0.49416E+02    0.19781E+07    0.20317E+04
   227    0.55663E+04    0.17337E+01    0.51199E+02    0.19676E+07    0.20157E+04
   228    0.55503E+04    0.18004E+01    0.52977E+02    0.19572E+07    0.19998E+04
   229    0.55337E+04    0.18693E+01    0.54747E+02    0.19469E+07    0.19840E+04
   230    0.55163E+04    0.19405E+01    0.56511E+02    0.19367E+07    0.19684E+04
   231    0.54983E+04    0.20140E+01    0.58267E+02    0.19266E+07    0.19528E+04
   232    0.54796E+04    0.20897E+01    0.60014E+02    0.19165E+07    0.19374E+04
   233    0.54604E+04    0.21678E+01    0.61749E+02    0.19066E+07    0.19221E+04
   234    0.54403E+04    0.22482E+01    0.63474E+02    0.18967E+07    0.19069E+04
   235    0.54198E+04    0.23309E+01    0.65186E+02    0.18869E+07    0.18918E+04
   236    0.53985E+04    0.24160E+01    0.66886E+02    0.18772E+07    0.18768E+04
   237    0.53766E+04    0.25034E+01    0.68570E+02    0.18675E+07    0.18619E+04
   238    0.53541E+04    0.25933E+01    0.70241E+02    0.18580E+07    0.18471E+04
   239    0.53311E+04    0.26855E+01    0.71895E+02    0.18485E+07    0.18324E+04
   240    0.53074E+04    0.27801E+01    0.73531E+02    0.18390E+07    0.18178E+04
   241    0.52832E+04    0.28771E+01    0.75149E+02    0.18297E+07    0.18033E+04
   242    0.52584E+04    0.29765E+01    0.76749E+02    0.18204E+07    0.17889E+04
   243    0.52330E+04    0.30783E+01    0.78328E+02    0.18112E+07    0.17746E+04
   244    0.52071E+04    0.31826E+01    0.79886E+02    0.18021E+07    0.17604E+04
   245    0.51806E+04    0.32893E+01    0.81422E+02    0.17931E+07    0.17463E+04
   246    0.51536E+04    0.33984E+01    0.82935E+02    0.17841E+07    0.17323E+04
   247    0.51261E+04    0.35099E+01    0.84424E+02    0.17751E+07    0.17184E+04
   248    0.50981E+04    0.36241E+01    0.85888E+02    0.17663E+07    0.17046E+04
   249    0.50696E+04    0.37405E+01    0.87326E+02    0.17575E+07    0.16908E+04
   250    0.50406E+04    0.38596E+01    0.88736E+02    0.17488E+07    0.16772E+04
   251    0.50112E+04    0.39809E+01    0.90120E+02    0.17401E+07    0.16636E+04
   252    0.49813E+04    0.41048E+01    0.91475E+02    0.17315E+07    0.16501E+04
   253    0.49510E+04    0.42309E+01    0.92800E+02    0.17230E+07    0.16367E+04
   254    0.49203E+04    0.43595E+01    0.94096E+02    0.17145E+07    0.16234E+04
   255    0.48891E+04    0.44902E+01    0.95362E+02    0.17061E+07    0.16102E+04
   256    0.48575E+04    0.46235E+01    0.96599E+02    0.16978E+07    0.15971E+04
   257    0.48256E+04    0.47587E+01    0.97800E+02    0.16895E+07    0.15840E+04
   258    0.47933E+04    0.48963E+01    0.98976E+02    0.16812E+07    0.15711E+04
   259    0.47606E+04    0.50361E+01    0.10011E+03    0.16731E+07    0.15582E+04
   260    0.47276E+04    0.51780E+01    0.10123E+03    0.16650E+07    0.15454E+04
   261    0.46942E+04    0.53218E+01    0.10229E+03    0.16569E+07    0.15327E+04
   262    0.46604E+04    0.54679E+01    0.10334E+03    0.16489E+07    0.15201E+04
   263    0.46265E+04    0.56159E+01    0.10435E+03    0.16410E+07    0.15076E+04
   264    0.45922E+04    0.57658E+01    0.10533E+03    0.16331E+07    0.14951E+04
   265    0.45574E+04    0.59176E+01    0.10626E+03    0.16253E+07    0.14827E+04
   266    0.45225E+04    0.60715E+01    0.10717E+03    0.16175E+07    0.14705E+04
   267    0.44872E+04    0.62269E+01    0.10803E+03    0.16098E+07    0.14583E+04
   268    0.44517E+04    0.63843E+01    0.10887E+03    0.16022E+07    0.14461E+04
   269    0.44158E+04    0.65433E+01    0.10966E+03    0.15946E+07    0.14341E+04
   270    0.43798E+04    0.67040E+01    0.11042E+03    0.15870E+07    0.14221E+04
   271    0.43435E+04    0.68662E+01    0.11115E+03    0.15795E+07    0.14103E+04
   272    0.43072E+04    0.70302E+01    0.11183E+03    0.15721E+07    0.13985E+04
   273    0.42706E+04    0.71954E+01    0.11248E+03    0.15647E+07    0.13868E+04
   274    0.42338E+04    0.73623E+01    0.11308E+03    0.15574E+07    0.13751E+04
   275    0.41968E+04    0.75304E+01    0.11366E+03    0.15501E+07    0.13636E+04
   276    0.41598E+04    0.76998E+01    0.11418E+03    0.15429E+07    0.13521E+04
   277    0.41225E+04    0.78705E+01    0.11468E+03    0.15357E+07    0.13407E+04
   278    0.40852E+04    0.80424E+01    0.11512E+03    0.15286E+07    0.13294E+04
   279    0.40477E+04    0.82154E+01    0.11553E+03    0.15215E+07    0.13182E+04
   280    0.40102E+04    0.83894E+01    0.11591E+03    0.15145E+07    0.13071E+04
   281    0.39727E+04    0.85645E+01    0.11623E+03    0.15075E+07    0.12960E+04
   282    0.39350E+04    0.87403E+01    0.11652E+03    0.15005E+07    0.12850E+04
   283    0.38973E+04    0.89171E+01    0.11677E+03    0.14937E+07    0.12741E+04
   284    0.38596E+04    0.90947E+01    0.11697E+03    0.14868E+07    0.12633E+04
   285    0.38219E+04    0.92730E+01    0.11713E+03    0.14800E+07    0.12525E+04
   286    0.37841E+04    0.94520E+01    0.11725E+03    0.14733E+07    0.12418E+04
   287    0.37463E+04    0.96314E+01    0.11733E+03    0.14666E+07    0.12312E+04
   288    0.37086E+04    0.98114E+01    0.11737E+03    0.14599E+07    0.12207E+04
   289    0.36710E+04    0.99918E+01    0.11736E+03    0.14533E+07    0.12103E+04
   290    0.36334E+04    0.10172E+02    0.11732E+03    0.14467E+07    0.11999E+04
   291    0.35959E+04    0.10354E+02    0.11722E+03    0.14402E+07    0.11896E+04
   292    0.35582E+04    0.10535E+02    0.11709E+03    0.14337E+07    0.11794E+04
   293    0.35209E+04    0.10716E+02    0.11690E+03    0.14273E+07    0.11693E+04
   294    0.34836E+04    0.10897E+02    0.11668E+03    0.14209E+07    0.11592E+04
   295    0.34466E+04    0.11078E+02    0.11641E+03    0.14145E+07    0.11492E+04
   296    0.34096E+04    0.11259E+02    0.11611E+03    0.14082E+07    0.11393E+04
   297    0.33728E+04    0.11439E+02    0.11576E+03    0.14020E+07    0.11295E+04
   298    0.33360E+04    0.11620E+02    0.11536E+03    0.13957E+07    0.11197E+04
   299    0.32995E+04    0.11800E+02    0.11491E+03    0.13895E+07    0.11100E+04
   300    0.32632E+04    0.11978E+02    0.11442E+03    0.13834E+07    0.11004E+04
   301    0.32271E+04    0.12157E+02    0.11389E+03    0.13773E+07    0.10909E+04
   302    0.31912E+04    0.12334E+02    0.11333E+03    0.13712E+07    0.10814E+04
   303    0.31556E+04    0.12512E+02    0.11271E+03    0.13651E+07    0.10720E+04
   304    0.31202E+04    0.12689E+02    0.11205E+03    0.13591E+07    0.10627E+04
   305    0.30851E+04    0.12864E+02    0.11134E+03    0.13532E+07    0.10535E+04
   306    0.30502E+04    0.13038E+02    0.11060E+03    0.13472E+07    0.10443E+04
   307    0.30156E+04    0.13211E+02    0.10981E+03    0.13414E+07    0.10352E+04
   308    0.29812E+04    0.13385E+02    0.10899E+03    0.13355E+07    0.10262E+04
   309    0.29472E+04    0.13556E+02    0.10811E+03    0.13297E+07    0.10172E+04
   310    0.29134E+04    0.13726E+02    0.10720E+03    0.13239E+07    0.10083E+04
   311    0.28800E+04    0.13896E+02    0.10625E+03    0.13181E+07    0.99951E+03
   312    0.28469E+04    0.14063E+02    0.10526E+03    0.13124E+07    0.99076E+03
   313    0.28140E+04    0.14230E+02    0.10423E+03    0.13068E+07    0.98208E+03
   314    0.27815E+04    0.14395E+02    0.10317E+03    0.13011E+07    0.97347E+03
   315    0.27494E+04    0.14558E+02    0.10206E+03    0.12955E+07    0.96493E+03
   316    0.27176E+04    0.14719E+02    0.10092E+03    0.12899E+07    0.95646E+03
   317    0.26861E+04    0.14878E+02    0.99740E+02    0.12844E+07    0.94805E+03
   318    0.26549E+04    0.15037E+02    0.98525E+02    0.12789E+07    0.93972E+03
   319    0.26242E+04    0.15194E+02    0.97275E+02    0.12734E+07    0.93145E+03
   320    0.25939E+04    0.15348E+02    0.95998E+02    0.12680E+07    0.92324E+03
   321    0.25639E+04    0.15501E+02    0.94680E+02    0.12626E+07    0.91511E+03
