#    L    TT             EE             BB             TE          
   293    0.39782E+04    0.73204E+01    0.30185E-01    0.10918E+03
   294    0.39449E+04    0.74746E+01    0.30339E-01    0.10967E+03
   295    0.39117E+04    0.76293E+01    0.30494E-01    0.11012E+03
   296    0.38782E+04    0.77858E+01    0.30647E-01    0.11054E+03
   297    0.38447E+04    0.79421E+01    0.30800E-01    0.11093E+03
   298    0.38111E+04    0.81003E+01    0.30952E-01    0.11128E+03
   299    0.37774E+04    0.82596E+01    0.31104E-01    0.11159E+03
   300    0.37437E+04    0.84186E+01    0.31255E-01    0.11186E+03
   301    0.37100E+04    0.85787E+01    0.31405E-01    0.11210E+03
   302    0.36762E+04    0.87393E+01    0.31554E-01    0.11231E+03
   303    0.36425E+04    0.89010E+01    0.31702E-01    0.11248E+03
   304    0.36087E+04    0.90639E+01    0.31850E-01    0.11261E+03
   305    0.35750E+04    0.92264E+01    0.31997E-01    0.11270E+03
   306    0.35413E+04    0.93894E+01    0.32144E-01    0.11276E+03
   307    0.35076E+04    0.95528E+01    0.32289E-01    0.11277E+03
   308    0.34739E+04    0.97181E+01    0.32434E-01    0.11277E+03
   309    0.34403E+04    0.98824E+01    0.32579E-01    0.11271E+03
   310    0.34068E+04    0.10046E+02    0.32722E-01    0.11262E+03
   311    0.33733E+04    0.10212E+02    0.32865E-01    0.11249E+03
   312    0.33399E+04    0.10377E+02    0.33008E-01    0.11233E+03
   313    0.33066E+04    0.10542E+02    0.33149E-01    0.11213E+03
   314    0.32734E+04    0.10708E+02    0.33290E-01    0.11190E+03
   315    0.32403E+04    0.10873E+02    0.33431E-01    0.11163E+03
   316    0.32074E+04    0.11038E+02    0.33571E-01    0.11132E+03
   317    0.31745E+04    0.11202E+02    0.33710E-01    0.11097E+03
   318    0.31418E+04    0.11367E+02    0.33849E-01    0.11059E+03
   319    0.31092E+04    0.11532E+02    0.33987E-01    0.11017E+03
   320    0.30769E+04    0.11696E+02    0.34124E-01    0.10973E+03
   321    0.30446E+04    0.11860E+02    0.34261E-01    0.10924E+03
   322    0.30126E+04    0.12023E+02    0.34397E-01    0.10872E+03
   323    0.29807E+04    0.12185E+02    0.34533E-01    0.10816E+03
   324    0.29490E+04    0.12348E+02    0.34668E-01    0.10756E+03
   325    0.29176E+04    0.12508E+02    0.34803E-01    0.10694E+03
   326    0.28863E+04    0.12669E+02    0.34937E-01    0.10627E+03
   327    0.28552E+04    0.12828E+02    0.35070E-01    0.10557E+03
   328    0.28244E+04    0.12987E+02    0.35203E-01    0.10484E+03
   329    0.27938E+04    0.13145E+02    0.35336E-01    0.10407E+03
   330    0.27635E+04    0.13301E+02    0.35468E-01    0.10327E+03
   331    0.27334E+04    0.13456E+02    0.35599E-01    0.10244E+03
   332    0.27036E+04    0.13611E+02    0.35731E-01    0.10158E+03
   333    0.26740E+04    0.13764E+02    0.35861E-01    0.10069E+03
   334    0.26448E+04    0.13916E+02    0.35992E-01    0.99765E+02
   335    0.26157E+04    0.14066E+02    0.36122E-01    0.98804E+02
   336    0.25870E+04    0.14215E+02    0.36252E-01    0.97816E+02
   337    0.25586E+04    0.14363E+02    0.36381E-01    0.96786E+02
   338    0.25304E+04    0.14508E+02    0.36510E-01    0.95737E+02
   339    0.25027E+04    0.14653E+02    0.36639E-01    0.94654E+02
   340    0.24752E+04    0.14796E+02    0.36768E-01    0.93552E+02
   341    0.24480E+04    0.14936E+02    0.36896E-01    0.92408E+02
   342    0.24211E+04    0.15077E+02    0.37024E-01    0.91238E+02
   343    0.23946E+04    0.15213E+02    0.37152E-01    0.90041E+02
   344    0.23685E+04    0.15349E+02    0.37280E-01    0.88818E+02
   345    0.23427E+04    0.15482E+02    0.37407E-01    0.87568E+02
   346    0.23173E+04    0.15613E+02    0.37535E-01    0.86300E+02
   347    0.22922E+04    0.15742E+02    0.37662E-01    0.84998E+02
   348    0.22674E+04    0.15869E+02    0.37789E-01    0.83670E+02
   349    0.22431E+04    0.15993E+02    0.37916E-01    0.82316E+02
   350    0.22191E+04    0.16115E+02    0.38042E-01    0.80943E+02
   351    0.21956E+04    0.16235E+02    0.38169E-01    0.79545E+02
   352    0.21724E+04    0.16352E+02    0.38296E-01    0.78120E+02
   353    0.21496E+04    0.16467E+02    0.38422E-01    0.76684E+02
   354    0.21271E+04    0.16579E+02    0.38549E-01    0.75215E+02
   355    0.21051E+04    0.16688E+02    0.38676E-01    0.73728E+02
   356    0.20835E+04    0.16796E+02    0.38803E-01    0.72229E+02
   357    0.20623E+04    0.16900E+02    0.38930E-01    0.70705E+02
   358    0.20416E+04    0.17000E+02    0.39057E-01    0.69169E+02
   359    0.20212E+04    0.17099E+02    0.39184E-01    0.67608E+02
   360    0.20012E+04    0.17195E+02    0.39311E-01    0.66031E+02
   361    0.19816E+04    0.17288E+02    0.39439E-01    0.64436E+02
   362    0.19625E+04    0.17377E+02    0.39567E-01    0.62824E+02
   363    0.19438E+04    0.17465E+02    0.39695E-01    0.61198E+02
   364    0.19256E+04    0.17548E+02    0.39823E-01    0.59554E+02
   365    0.19077E+04    0.17630E+02    0.39952E-01    0.57899E+02
   366    0.18903E+04    0.17708E+02    0.40081E-01    0.56229E+02
   367    0.18733E+04    0.17781E+02    0.40210E-01    0.54546E+02
   368    0.18567E+04    0.17853E+02    0.40339E-01    0.52853E+02
   369    0.18406E+04    0.17921E+02    0.40469E-01    0.51146E+02
   370    0.18250E+04    0.17986E+02    0.40599E-01    0.49431E+02
   371    0.18097E+04    0.18048E+02    0.40729E-01    0.47704E+02
   372    0.17949E+04    0.18106E+02    0.40860E-01    0.45970E+02
   373    0.17805E+04    0.18161E+02    0.40991E-01    0.44226E+02
   374    0.17666E+04    0.18213E+02    0.41123E-01    0.42475E+02
   375    0.17530E+04    0.18262E+02    0.41255E-01    0.40717E+02
   376    0.17400E+04    0.18308E+02    0.41388E-01    0.38952E+02
