#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.167345E-03   0.177696E+08   0.177695E+08   0.207579E+08   0.206745E+08   0.000000E+00   0.177696E+08   0.177696E+08   0.177750E+08  -0.473506E+00   0.940932E+07   0.940928E+07   0.767755E+02
   0.173016E-03   0.177693E+08   0.177691E+08   0.205681E+08   0.204796E+08   0.000000E+00   0.177692E+08   0.177692E+08   0.177746E+08  -0.473494E+00   0.940912E+07   0.940908E+07   0.791894E+02
   0.178879E-03   0.177689E+08   0.177687E+08   0.203670E+08   0.202732E+08   0.000000E+00   0.177688E+08   0.177688E+08   0.177741E+08  -0.473481E+00   0.940891E+07   0.940886E+07   0.816660E+02
   0.184942E-03   0.177684E+08   0.177683E+08   0.201540E+08   0.200546E+08   0.000000E+00   0.177684E+08   0.177684E+08   0.177737E+08  -0.473466E+00   0.940868E+07   0.940863E+07   0.842057E+02
   0.191209E-03   0.177680E+08   0.177678E+08   0.199286E+08   0.198234E+08   0.000000E+00   0.177680E+08   0.177680E+08   0.177731E+08  -0.473451E+00   0.940843E+07   0.940838E+07   0.868085E+02
   0.197690E-03   0.177675E+08   0.177673E+08   0.196903E+08   0.195789E+08   0.000000E+00   0.177675E+08   0.177675E+08   0.177726E+08  -0.473435E+00   0.940817E+07   0.940812E+07   0.894744E+02
   0.204389E-03   0.177670E+08   0.177668E+08   0.194385E+08   0.193207E+08   0.000000E+00   0.177670E+08   0.177670E+08   0.177720E+08  -0.473418E+00   0.940789E+07   0.940783E+07   0.922029E+02
   0.211316E-03   0.177664E+08   0.177662E+08   0.191726E+08   0.190481E+08   0.000000E+00   0.177664E+08   0.177664E+08   0.177714E+08  -0.473400E+00   0.940759E+07   0.940753E+07   0.949937E+02
   0.218478E-03   0.177658E+08   0.177656E+08   0.188922E+08   0.187607E+08   0.000000E+00   0.177658E+08   0.177658E+08   0.177707E+08  -0.473380E+00   0.940727E+07   0.940721E+07   0.978459E+02
   0.225882E-03   0.177652E+08   0.177650E+08   0.185966E+08   0.184578E+08   0.000000E+00   0.177652E+08   0.177652E+08   0.177700E+08  -0.473359E+00   0.940693E+07   0.940686E+07   0.100758E+03
   0.233537E-03   0.177645E+08   0.177643E+08   0.182855E+08   0.181392E+08   0.000000E+00   0.177645E+08   0.177645E+08   0.177692E+08  -0.473337E+00   0.940657E+07   0.940650E+07   0.103730E+03
   0.241452E-03   0.177638E+08   0.177635E+08   0.179582E+08   0.178041E+08   0.000000E+00   0.177638E+08   0.177638E+08   0.177684E+08  -0.473314E+00   0.940618E+07   0.940611E+07   0.106759E+03
   0.249635E-03   0.177630E+08   0.177628E+08   0.176144E+08   0.174523E+08   0.000000E+00   0.177630E+08   0.177630E+08   0.177676E+08  -0.473289E+00   0.940577E+07   0.940569E+07   0.109843E+03
