#    L    TT             EE             TE             PP             TP          
   242    0.44050E+04    0.26736E+01    0.64803E+02    0.19976E+07    0.15601E+04
   243    0.43831E+04    0.27657E+01    0.66169E+02    0.19848E+07    0.15467E+04
   244    0.43608E+04    0.28600E+01    0.67517E+02    0.19721E+07    0.15334E+04
   245    0.43380E+04    0.29566E+01    0.68842E+02    0.19595E+07    0.15202E+04
   246    0.43148E+04    0.30554E+01    0.70147E+02    0.19470E+07    0.15071E+04
   247    0.42912E+04    0.31563E+01    0.71428E+02    0.19346E+07    0.14940E+04
   248    0.42671E+04    0.32597E+01    0.72685E+02    0.19223E+07    0.14811E+04
   249    0.42427E+04    0.33651E+01    0.73919E+02    0.19101E+07    0.14682E+04
   250    0.42179E+04    0.34729E+01    0.75126E+02    0.18980E+07    0.14554E+04
   251    0.41927E+04    0.35828E+01    0.76308E+02    0.18860E+07    0.14428E+04
   252    0.41670E+04    0.36949E+01    0.77463E+02    0.18741E+07    0.14301E+04
   253    0.41412E+04    0.38091E+01    0.78590E+02    0.18623E+07    0.14176E+04
   254    0.41149E+04    0.39255E+01    0.79690E+02    0.18505E+07    0.14052E+04
   255    0.40882E+04    0.40438E+01    0.80762E+02    0.18389E+07    0.13928E+04
   256    0.40613E+04    0.41645E+01    0.81807E+02    0.18274E+07    0.13805E+04
   257    0.40341E+04    0.42869E+01    0.82818E+02    0.18159E+07    0.13683E+04
   258    0.40065E+04    0.44114E+01    0.83806E+02    0.18046E+07    0.13561E+04
   259    0.39786E+04    0.45379E+01    0.84757E+02    0.17933E+07    0.13441E+04
   260    0.39505E+04    0.46662E+01    0.85688E+02    0.17821E+07    0.13321E+04
   261    0.39220E+04    0.47964E+01    0.86574E+02    0.17710E+07    0.13202E+04
   262    0.38933E+04    0.49285E+01    0.87440E+02    0.17600E+07    0.13084E+04
   263    0.38645E+04    0.50623E+01    0.88278E+02    0.17491E+07    0.12967E+04
   264    0.38353E+04    0.51978E+01    0.89081E+02    0.17383E+07    0.12850E+04
   265    0.38058E+04    0.53350E+01    0.89841E+02    0.17275E+07    0.12734E+04
   266    0.37762E+04    0.54740E+01    0.90582E+02    0.17169E+07    0.12619E+04
   267    0.37462E+04    0.56144E+01    0.91281E+02    0.17063E+07    0.12505E+04
   268    0.37161E+04    0.57565E+01    0.91953E+02    0.16958E+07    0.12391E+04
   269    0.36856E+04    0.59000E+01    0.92592E+02    0.16854E+07    0.12279E+04
   270    0.36552E+04    0.60450E+01    0.93197E+02    0.16751E+07    0.12167E+04
   271    0.36244E+04    0.61913E+01    0.93769E+02    0.16648E+07    0.12055E+04
   272    0.35937E+04    0.63391E+01    0.94300E+02    0.16547E+07    0.11945E+04
   273    0.35627E+04    0.64880E+01    0.94807E+02    0.16446E+07    0.11835E+04
   274    0.35316E+04    0.66383E+01    0.95266E+02    0.16346E+07    0.11726E+04
   275    0.35004E+04    0.67896E+01    0.95701E+02    0.16247E+07    0.11618E+04
   276    0.34692E+04    0.69420E+01    0.96089E+02    0.16148E+07    0.11511E+04
   277    0.34377E+04    0.70956E+01    0.96453E+02    0.16050E+07    0.11404E+04
   278    0.34062E+04    0.72501E+01    0.96772E+02    0.15953E+07    0.11298E+04
   279    0.33747E+04    0.74054E+01    0.97051E+02    0.15857E+07    0.11193E+04
   280    0.33431E+04    0.75617E+01    0.97308E+02    0.15762E+07    0.11089E+04
   281    0.33116E+04    0.77187E+01    0.97520E+02    0.15667E+07    0.10985E+04
   282    0.32799E+04    0.78764E+01    0.97694E+02    0.15573E+07    0.10882E+04
   283    0.32483E+04    0.80347E+01    0.97831E+02    0.15480E+07    0.10780E+04
   284    0.32167E+04    0.81936E+01    0.97931E+02    0.15387E+07    0.10678E+04
   285    0.31851E+04    0.83532E+01    0.97994E+02    0.15295E+07    0.10577E+04
   286    0.31534E+04    0.85131E+01    0.98014E+02    0.15204E+07    0.10477E+04
   287    0.31218E+04    0.86733E+01    0.98005E+02    0.15114E+07    0.10378E+04
   288    0.30903E+04    0.88339E+01    0.97953E+02    0.15024E+07    0.10279E+04
   289    0.30589E+04    0.89946E+01    0.97865E+02    0.14935E+07    0.10182E+04
   290    0.30275E+04    0.91554E+01    0.97743E+02    0.14847E+07    0.10084E+04
   291    0.29963E+04    0.93168E+01    0.97570E+02    0.14759E+07    0.99879E+03
   292    0.29649E+04    0.94779E+01    0.97371E+02    0.14672E+07    0.98922E+03
   293    0.29339E+04    0.96380E+01    0.97122E+02    0.14586E+07    0.97972E+03
   294    0.29029E+04    0.97988E+01    0.96847E+02    0.14500E+07    0.97029E+03
   295    0.28723E+04    0.99587E+01    0.96523E+02    0.14415E+07    0.96093E+03
   296    0.28416E+04    0.10119E+02    0.96166E+02    0.14330E+07    0.95164E+03
   297    0.28111E+04    0.10278E+02    0.95775E+02    0.14246E+07    0.94242E+03
   298    0.27807E+04    0.10437E+02    0.95337E+02    0.14163E+07    0.93327E+03
   299    0.27506E+04    0.10595E+02    0.94859E+02    0.14081E+07    0.92419E+03
   300    0.27207E+04    0.10752E+02    0.94341E+02    0.13999E+07    0.91518E+03
   301    0.26910E+04    0.10909E+02    0.93791E+02    0.13917E+07    0.90624E+03
   302    0.26615E+04    0.11064E+02    0.93210E+02    0.13836E+07    0.89737E+03
   303    0.26323E+04    0.11219E+02    0.92583E+02    0.13756E+07    0.88857E+03
   304    0.26033E+04    0.11374E+02    0.91910E+02    0.13676E+07    0.87983E+03
   305    0.25745E+04    0.11526E+02    0.91208E+02    0.13597E+07    0.87117E+03
   306    0.25460E+04    0.11678E+02    0.90469E+02    0.13519E+07    0.86257E+03
   307    0.25178E+04    0.11828E+02    0.89687E+02    0.13441E+07    0.85404E+03
   308    0.24898E+04    0.11979E+02    0.88883E+02    0.13364E+07    0.84557E+03
   309    0.24622E+04    0.12127E+02    0.88030E+02    0.13287E+07    0.83718E+03
   310    0.24348E+04    0.12273E+02    0.87149E+02    0.13211E+07    0.82885E+03
   311    0.24077E+04    0.12420E+02    0.86227E+02    0.13135E+07    0.82059E+03
   312    0.23809E+04    0.12564E+02    0.85279E+02    0.13060E+07    0.81239E+03
   313    0.23544E+04    0.12706E+02    0.84290E+02    0.12985E+07    0.80426E+03
   314    0.23282E+04    0.12848E+02    0.83276E+02    0.12911E+07    0.79619E+03
   315    0.23024E+04    0.12987E+02    0.82223E+02    0.12838E+07    0.78819E+03
   316    0.22768E+04    0.13125E+02    0.81139E+02    0.12765E+07    0.78025E+03
   317    0.22516E+04    0.13260E+02    0.80023E+02    0.12692E+07    0.77238E+03
   318    0.22267E+04    0.13395E+02    0.78878E+02    0.12620E+07    0.76458E+03
   319    0.22022E+04    0.13528E+02    0.77703E+02    0.12549E+07    0.75683E+03
   320    0.21781E+04    0.13658E+02    0.76505E+02    0.12478E+07    0.74915E+03
