#    L    TT             EE             BB             TE             PP             TP             EP          
   209    0.54968E+04    0.74954E+00    0.00000E+00    0.10065E+02    0.37066E-07    0.12994E-03   -0.94400E-07
   210    0.54989E+04    0.76951E+00    0.00000E+00    0.11617E+02    0.36846E-07    0.12893E-03   -0.79104E-07
   211    0.55003E+04    0.79097E+00    0.00000E+00    0.13183E+02    0.36628E-07    0.12793E-03   -0.63824E-07
   212    0.55009E+04    0.81396E+00    0.00000E+00    0.14761E+02    0.36412E-07    0.12694E-03   -0.48564E-07
   213    0.55009E+04    0.83852E+00    0.00000E+00    0.16350E+02    0.36198E-07    0.12595E-03   -0.33324E-07
   214    0.55002E+04    0.86463E+00    0.00000E+00    0.17951E+02    0.35986E-07    0.12497E-03   -0.18108E-07
   215    0.54988E+04    0.89248E+00    0.00000E+00    0.19561E+02    0.35776E-07    0.12400E-03   -0.29162E-08
   216    0.54967E+04    0.92187E+00    0.00000E+00    0.21182E+02    0.35568E-07    0.12303E-03    0.12248E-07
   217    0.54941E+04    0.95297E+00    0.00000E+00    0.22811E+02    0.35361E-07    0.12207E-03    0.27383E-07
   218    0.54907E+04    0.98577E+00    0.00000E+00    0.24448E+02    0.35157E-07    0.12112E-03    0.42486E-07
   219    0.54867E+04    0.10203E+01    0.00000E+00    0.26094E+02    0.34954E-07    0.12018E-03    0.57555E-07
   220    0.54821E+04    0.10566E+01    0.00000E+00    0.27744E+02    0.34754E-07    0.11924E-03    0.72589E-07
   221    0.54768E+04    0.10946E+01    0.00000E+00    0.29402E+02    0.34555E-07    0.11831E-03    0.87584E-07
   222    0.54709E+04    0.11346E+01    0.00000E+00    0.31064E+02    0.34358E-07    0.11739E-03    0.10254E-06
   223    0.54642E+04    0.11764E+01    0.00000E+00    0.32732E+02    0.34163E-07    0.11647E-03    0.11745E-06
   224    0.54570E+04    0.12200E+01    0.00000E+00    0.34402E+02    0.33969E-07    0.11556E-03    0.13232E-06
   225    0.54492E+04    0.12656E+01    0.00000E+00    0.36076E+02    0.33777E-07    0.11466E-03    0.14714E-06
   226    0.54407E+04    0.13131E+01    0.00000E+00    0.37751E+02    0.33587E-07    0.11376E-03    0.16192E-06
   227    0.54315E+04    0.13625E+01    0.00000E+00    0.39429E+02    0.33399E-07    0.11287E-03    0.17664E-06
   228    0.54218E+04    0.14139E+01    0.00000E+00    0.41107E+02    0.33213E-07    0.11198E-03    0.19131E-06
   229    0.54115E+04    0.14673E+01    0.00000E+00    0.42784E+02    0.33028E-07    0.11111E-03    0.20593E-06
   230    0.54004E+04    0.15228E+01    0.00000E+00    0.44461E+02    0.32844E-07    0.11023E-03    0.22049E-06
