#    L    TT             EE             TE             PP             TP          
   145    0.41927E+04    0.11123E+01   -0.45571E+02    0.39538E+07    0.46864E+04
   146    0.42263E+04    0.11088E+01   -0.45695E+02    0.39317E+07    0.46436E+04
   147    0.42595E+04    0.11049E+01   -0.45796E+02    0.39097E+07    0.46014E+04
   148    0.42926E+04    0.11005E+01   -0.45874E+02    0.38879E+07    0.45597E+04
   149    0.43256E+04    0.10956E+01   -0.45928E+02    0.38662E+07    0.45184E+04
   150    0.43583E+04    0.10903E+01   -0.45955E+02    0.38448E+07    0.44776E+04
   151    0.43908E+04    0.10846E+01   -0.45960E+02    0.38234E+07    0.44372E+04
   152    0.44230E+04    0.10783E+01   -0.45939E+02    0.38023E+07    0.43972E+04
   153    0.44551E+04    0.10717E+01   -0.45891E+02    0.37813E+07    0.43576E+04
   154    0.44869E+04    0.10647E+01   -0.45818E+02    0.37605E+07    0.43185E+04
   155    0.45185E+04    0.10573E+01   -0.45720E+02    0.37398E+07    0.42798E+04
   156    0.45497E+04    0.10495E+01   -0.45596E+02    0.37193E+07    0.42415E+04
   157    0.45808E+04    0.10414E+01   -0.45445E+02    0.36989E+07    0.42036E+04
   158    0.46116E+04    0.10329E+01   -0.45267E+02    0.36788E+07    0.41661E+04
   159    0.46420E+04    0.10240E+01   -0.45063E+02    0.36587E+07    0.41290E+04
   160    0.46723E+04    0.10149E+01   -0.44832E+02    0.36388E+07    0.40924E+04
   161    0.47023E+04    0.10055E+01   -0.44574E+02    0.36191E+07    0.40561E+04
   162    0.47319E+04    0.99573E+00   -0.44289E+02    0.35995E+07    0.40202E+04
   163    0.47614E+04    0.98569E+00   -0.43977E+02    0.35801E+07    0.39847E+04
   164    0.47904E+04    0.97544E+00   -0.43638E+02    0.35608E+07    0.39496E+04
   165    0.48192E+04    0.96490E+00   -0.43271E+02    0.35417E+07    0.39149E+04
   166    0.48477E+04    0.95424E+00   -0.42876E+02    0.35227E+07    0.38806E+04
   167    0.48760E+04    0.94322E+00   -0.42455E+02    0.35039E+07    0.38466E+04
   168    0.49038E+04    0.93222E+00   -0.42006E+02    0.34852E+07    0.38130E+04
   169    0.49312E+04    0.92094E+00   -0.41527E+02    0.34667E+07    0.37798E+04
   170    0.49583E+04    0.90961E+00   -0.41022E+02    0.34483E+07    0.37470E+04
   171    0.49849E+04    0.89824E+00   -0.40487E+02    0.34301E+07    0.37145E+04
   172    0.50111E+04    0.88674E+00   -0.39925E+02    0.34120E+07    0.36824E+04
   173    0.50368E+04    0.87512E+00   -0.39334E+02    0.33940E+07    0.36506E+04
   174    0.50622E+04    0.86368E+00   -0.38716E+02    0.33762E+07    0.36192E+04
   175    0.50871E+04    0.85213E+00   -0.38069E+02    0.33585E+07    0.35882E+04
   176    0.51115E+04    0.84068E+00   -0.37393E+02    0.33409E+07    0.35575E+04
   177    0.51355E+04    0.82927E+00   -0.36690E+02    0.33235E+07    0.35272E+04
   178    0.51590E+04    0.81812E+00   -0.35959E+02    0.33063E+07    0.34971E+04
   179    0.51819E+04    0.80695E+00   -0.35199E+02    0.32891E+07    0.34675E+04
   180    0.52046E+04    0.79596E+00   -0.34412E+02    0.32721E+07    0.34381E+04
   181    0.52267E+04    0.78517E+00   -0.33598E+02    0.32552E+07    0.34091E+04
   182    0.52482E+04    0.77466E+00   -0.32756E+02    0.32385E+07    0.33804E+04
   183    0.52693E+04    0.76435E+00   -0.31887E+02    0.32219E+07    0.33520E+04
   184    0.52899E+04    0.75432E+00   -0.30990E+02    0.32054E+07    0.33239E+04
   185    0.53100E+04    0.74472E+00   -0.30068E+02    0.31890E+07    0.32961E+04
   186    0.53292E+04    0.73541E+00   -0.29118E+02    0.31728E+07    0.32686E+04
   187    0.53483E+04    0.72653E+00   -0.28142E+02    0.31567E+07    0.32414E+04
   188    0.53668E+04    0.71809E+00   -0.27140E+02    0.31407E+07    0.32145E+04
   189    0.53847E+04    0.71010E+00   -0.26111E+02    0.31248E+07    0.31879E+04
   190    0.54024E+04    0.70263E+00   -0.25059E+02    0.31091E+07    0.31615E+04
   191    0.54191E+04    0.69571E+00   -0.23979E+02    0.30935E+07    0.31354E+04
   192    0.54355E+04    0.68936E+00   -0.22874E+02    0.30780E+07    0.31096E+04
   193    0.54512E+04    0.68362E+00   -0.21746E+02    0.30626E+07    0.30840E+04
   194    0.54665E+04    0.67853E+00   -0.20592E+02    0.30473E+07    0.30587E+04
   195    0.54812E+04    0.67413E+00   -0.19415E+02    0.30322E+07    0.30336E+04
   196    0.54952E+04    0.67046E+00   -0.18214E+02    0.30172E+07    0.30087E+04
   197    0.55088E+04    0.66756E+00   -0.16991E+02    0.30022E+07    0.29841E+04
   198    0.55218E+04    0.66546E+00   -0.15744E+02    0.29874E+07    0.29598E+04
   199    0.55343E+04    0.66421E+00   -0.14475E+02    0.29727E+07    0.29356E+04
   200    0.55462E+04    0.66382E+00   -0.13184E+02    0.29581E+07    0.29117E+04
   201    0.55575E+04    0.66438E+00   -0.11871E+02    0.29437E+07    0.28880E+04
   202    0.55682E+04    0.66587E+00   -0.10538E+02    0.29293E+07    0.28644E+04
   203    0.55783E+04    0.66837E+00   -0.91828E+01    0.29150E+07    0.28412E+04
   204    0.55877E+04    0.67189E+00   -0.78093E+01    0.29009E+07    0.28181E+04
   205    0.55965E+04    0.67648E+00   -0.64152E+01    0.28868E+07    0.27952E+04
   206    0.56047E+04    0.68217E+00   -0.50018E+01    0.28729E+07    0.27725E+04
   207    0.56123E+04    0.68899E+00   -0.35697E+01    0.28591E+07    0.27500E+04
   208    0.56191E+04    0.69700E+00   -0.21193E+01    0.28453E+07    0.27277E+04
   209    0.56253E+04    0.70620E+00   -0.65116E+00    0.28317E+07    0.27057E+04
   210    0.56309E+04    0.71666E+00    0.83384E+00    0.28182E+07    0.26838E+04
   211    0.56358E+04    0.72840E+00    0.23356E+01    0.28047E+07    0.26621E+04
   212    0.56400E+04    0.74146E+00    0.38531E+01    0.27914E+07    0.26406E+04
   213    0.56437E+04    0.75587E+00    0.53863E+01    0.27782E+07    0.26193E+04
   214    0.56466E+04    0.77163E+00    0.69341E+01    0.27650E+07    0.25981E+04
   215    0.56490E+04    0.78894E+00    0.84956E+01    0.27520E+07    0.25772E+04
   216    0.56506E+04    0.80760E+00    0.10071E+02    0.27391E+07    0.25564E+04
   217    0.56517E+04    0.82778E+00    0.11659E+02    0.27262E+07    0.25358E+04
   218    0.56521E+04    0.84947E+00    0.13259E+02    0.27135E+07    0.25154E+04
   219    0.56519E+04    0.87267E+00    0.14872E+02    0.27008E+07    0.24952E+04
   220    0.56511E+04    0.89753E+00    0.16494E+02    0.26882E+07    0.24752E+04
   221    0.56496E+04    0.92399E+00    0.18127E+02    0.26758E+07    0.24553E+04
   222    0.56475E+04    0.95217E+00    0.19769E+02    0.26634E+07    0.24356E+04
   223    0.56447E+04    0.98202E+00    0.21421E+02    0.26511E+07    0.24161E+04
   224    0.56414E+04    0.10135E+01    0.23080E+02    0.26389E+07    0.23967E+04
   225    0.56375E+04    0.10468E+01    0.24748E+02    0.26268E+07    0.23775E+04
   226    0.56329E+04    0.10820E+01    0.26421E+02    0.26148E+07    0.23584E+04
   227    0.56276E+04    0.11189E+01    0.28101E+02    0.26028E+07    0.23395E+04
   228    0.56218E+04    0.11577E+01    0.29786E+02    0.25910E+07    0.23208E+04
   229    0.56153E+04    0.11983E+01    0.31475E+02    0.25792E+07    0.23023E+04
   230    0.56082E+04    0.12408E+01    0.33169E+02    0.25675E+07    0.22838E+04
   231    0.56004E+04    0.12853E+01    0.34866E+02    0.25559E+07    0.22656E+04
   232    0.55921E+04    0.13316E+01    0.36566E+02    0.25444E+07    0.22475E+04
   233    0.55831E+04    0.13801E+01    0.38266E+02    0.25330E+07    0.22295E+04
   234    0.55734E+04    0.14305E+01    0.39967E+02    0.25216E+07    0.22117E+04
   235    0.55632E+04    0.14830E+01    0.41668E+02    0.25103E+07    0.21940E+04
   236    0.55523E+04    0.15375E+01    0.43369E+02    0.24991E+07    0.21765E+04
   237    0.55408E+04    0.15940E+01    0.45068E+02    0.24880E+07    0.21591E+04
   238    0.55286E+04    0.16528E+01    0.46766E+02    0.24770E+07    0.21418E+04
   239    0.55160E+04    0.17136E+01    0.48460E+02    0.24660E+07    0.21247E+04
   240    0.55025E+04    0.17765E+01    0.50150E+02    0.24551E+07    0.21077E+04
   241    0.54887E+04    0.18417E+01    0.51835E+02    0.24443E+07    0.20908E+04
   242    0.54742E+04    0.19089E+01    0.53516E+02    0.24336E+07    0.20741E+04
   243    0.54591E+04    0.19785E+01    0.55190E+02    0.24229E+07    0.20575E+04
   244    0.54434E+04    0.20502E+01    0.56858E+02    0.24123E+07    0.20410E+04
   245    0.54271E+04    0.21241E+01    0.58517E+02    0.24018E+07    0.20247E+04
   246    0.54103E+04    0.22003E+01    0.60168E+02    0.23914E+07    0.20085E+04
   247    0.53930E+04    0.22787E+01    0.61810E+02    0.23810E+07    0.19924E+04
   248    0.53750E+04    0.23596E+01    0.63442E+02    0.23707E+07    0.19764E+04
   249    0.53567E+04    0.24426E+01    0.65064E+02    0.23604E+07    0.19605E+04
   250    0.53377E+04    0.25280E+01    0.66674E+02    0.23502E+07    0.19447E+04
   251    0.53182E+04    0.26157E+01    0.68272E+02    0.23401E+07    0.19291E+04
   252    0.52981E+04    0.27057E+01    0.69857E+02    0.23301E+07    0.19135E+04
   253    0.52777E+04    0.27978E+01    0.71428E+02    0.23201E+07    0.18981E+04
   254    0.52567E+04    0.28925E+01    0.72984E+02    0.23102E+07    0.18828E+04
   255    0.52351E+04    0.29893E+01    0.74526E+02    0.23003E+07    0.18676E+04
   256    0.52131E+04    0.30886E+01    0.76054E+02    0.22906E+07    0.18524E+04
   257    0.51907E+04    0.31900E+01    0.77559E+02    0.22808E+07    0.18374E+04
   258    0.51678E+04    0.32938E+01    0.79054E+02    0.22712E+07    0.18226E+04
   259    0.51444E+04    0.33999E+01    0.80525E+02    0.22616E+07    0.18078E+04
   260    0.51206E+04    0.35083E+01    0.81985E+02    0.22520E+07    0.17931E+04
   261    0.50963E+04    0.36189E+01    0.83414E+02    0.22426E+07    0.17785E+04
   262    0.50715E+04    0.37319E+01    0.84832E+02    0.22331E+07    0.17640E+04
   263    0.50466E+04    0.38470E+01    0.86234E+02    0.22238E+07    0.17497E+04
   264    0.50211E+04    0.39645E+01    0.87610E+02    0.22145E+07    0.17354E+04
   265    0.49950E+04    0.40841E+01    0.88955E+02    0.22053E+07    0.17212E+04
   266    0.49687E+04    0.42060E+01    0.90289E+02    0.21961E+07    0.17072E+04
   267    0.49419E+04    0.43300E+01    0.91591E+02    0.21870E+07    0.16932E+04
   268    0.49147E+04    0.44564E+01    0.92877E+02    0.21779E+07    0.16793E+04
   269    0.48870E+04    0.45849E+01    0.94137E+02    0.21689E+07    0.16656E+04
   270    0.48591E+04    0.47155E+01    0.95373E+02    0.21600E+07    0.16519E+04
   271    0.48307E+04    0.48481E+01    0.96584E+02    0.21511E+07    0.16383E+04
   272    0.48021E+04    0.49831E+01    0.97762E+02    0.21422E+07    0.16249E+04
   273    0.47731E+04    0.51199E+01    0.98924E+02    0.21335E+07    0.16115E+04
   274    0.47439E+04    0.52590E+01    0.10005E+03    0.21247E+07    0.15982E+04
   275    0.47142E+04    0.53999E+01    0.10115E+03    0.21161E+07    0.15850E+04
   276    0.46844E+04    0.55429E+01    0.10222E+03    0.21075E+07    0.15720E+04
   277    0.46541E+04    0.56879E+01    0.10326E+03    0.20989E+07    0.15590E+04
   278    0.46236E+04    0.58349E+01    0.10427E+03    0.20904E+07    0.15461E+04
   279    0.45929E+04    0.59837E+01    0.10525E+03    0.20819E+07    0.15333E+04
   280    0.45618E+04    0.61343E+01    0.10621E+03    0.20735E+07    0.15206E+04
   281    0.45307E+04    0.62869E+01    0.10713E+03    0.20652E+07    0.15079E+04
   282    0.44991E+04    0.64412E+01    0.10802E+03    0.20569E+07    0.14954E+04
   283    0.44674E+04    0.65973E+01    0.10887E+03    0.20486E+07    0.14830E+04
   284    0.44355E+04    0.67551E+01    0.10970E+03    0.20404E+07    0.14706E+04
   285    0.44034E+04    0.69147E+01    0.11049E+03    0.20323E+07    0.14584E+04
   286    0.43710E+04    0.70759E+01    0.11124E+03    0.20242E+07    0.14462E+04
   287    0.43384E+04    0.72388E+01    0.11197E+03    0.20161E+07    0.14341E+04
