#    L    TT             EE             BB             TE          
   356    0.24607E+04    0.19459E+02    0.38361E-01    0.85976E+02
   357    0.24360E+04    0.19590E+02    0.38483E-01    0.84278E+02
   358    0.24117E+04    0.19717E+02    0.38605E-01    0.82564E+02
   359    0.23878E+04    0.19841E+02    0.38727E-01    0.80820E+02
   360    0.23644E+04    0.19963E+02    0.38849E-01    0.79056E+02
   361    0.23414E+04    0.20081E+02    0.38971E-01    0.77269E+02
   362    0.23189E+04    0.20197E+02    0.39094E-01    0.75461E+02
   363    0.22968E+04    0.20309E+02    0.39216E-01    0.73635E+02
   364    0.22753E+04    0.20418E+02    0.39338E-01    0.71788E+02
   365    0.22541E+04    0.20523E+02    0.39461E-01    0.69924E+02
   366    0.22335E+04    0.20626E+02    0.39584E-01    0.68042E+02
   367    0.22133E+04    0.20723E+02    0.39707E-01    0.66143E+02
   368    0.21935E+04    0.20818E+02    0.39830E-01    0.64229E+02
   369    0.21744E+04    0.20910E+02    0.39953E-01    0.62299E+02
   370    0.21556E+04    0.20998E+02    0.40076E-01    0.60356E+02
   371    0.21373E+04    0.21082E+02    0.40200E-01    0.58399E+02
   372    0.21195E+04    0.21163E+02    0.40324E-01    0.56430E+02
   373    0.21022E+04    0.21240E+02    0.40448E-01    0.54448E+02
   374    0.20853E+04    0.21314E+02    0.40573E-01    0.52456E+02
   375    0.20689E+04    0.21383E+02    0.40697E-01    0.50455E+02
   376    0.20531E+04    0.21450E+02    0.40823E-01    0.48443E+02
   377    0.20377E+04    0.21512E+02    0.40949E-01    0.46425E+02
   378    0.20228E+04    0.21570E+02    0.41075E-01    0.44397E+02
   379    0.20084E+04    0.21625E+02    0.41201E-01    0.42364E+02
   380    0.19945E+04    0.21676E+02    0.41328E-01    0.40324E+02
   381    0.19810E+04    0.21721E+02    0.41456E-01    0.38280E+02
   382    0.19680E+04    0.21764E+02    0.41584E-01    0.36233E+02
   383    0.19555E+04    0.21802E+02    0.41713E-01    0.34180E+02
   384    0.19436E+04    0.21836E+02    0.41842E-01    0.32127E+02
   385    0.19320E+04    0.21867E+02    0.41972E-01    0.30072E+02
   386    0.19211E+04    0.21894E+02    0.42102E-01    0.28016E+02
   387    0.19105E+04    0.21916E+02    0.42233E-01    0.25961E+02
   388    0.19004E+04    0.21934E+02    0.42365E-01    0.23907E+02
   389    0.18908E+04    0.21946E+02    0.42497E-01    0.21855E+02
   390    0.18817E+04    0.21957E+02    0.42630E-01    0.19807E+02
