#    L    TT             EE             BB             TE             PP             TP             EP          
   144    0.42189E+04    0.11227E+01    0.00000E+00   -0.45900E+02    0.85708E-07    0.28135E-03   -0.75768E-06
   145    0.42529E+04    0.11198E+01    0.00000E+00   -0.46048E+02    0.85216E-07    0.27875E-03   -0.74666E-06
   146    0.42871E+04    0.11163E+01    0.00000E+00   -0.46172E+02    0.84729E-07    0.27618E-03   -0.73613E-06
   147    0.43208E+04    0.11123E+01    0.00000E+00   -0.46272E+02    0.84245E-07    0.27364E-03   -0.72623E-06
   148    0.43544E+04    0.11079E+01    0.00000E+00   -0.46349E+02    0.83765E-07    0.27114E-03   -0.71705E-06
   149    0.43879E+04    0.11029E+01    0.00000E+00   -0.46401E+02    0.83288E-07    0.26866E-03   -0.70872E-06
   150    0.44211E+04    0.10976E+01    0.00000E+00   -0.46427E+02    0.82816E-07    0.26620E-03   -0.70136E-06
   151    0.44541E+04    0.10918E+01    0.00000E+00   -0.46429E+02    0.82347E-07    0.26378E-03   -0.69503E-06
   152    0.44869E+04    0.10855E+01    0.00000E+00   -0.46406E+02    0.81882E-07    0.26138E-03   -0.68971E-06
   153    0.45194E+04    0.10788E+01    0.00000E+00   -0.46356E+02    0.81421E-07    0.25900E-03   -0.68531E-06
   154    0.45517E+04    0.10718E+01    0.00000E+00   -0.46280E+02    0.80963E-07    0.25666E-03   -0.68175E-06
   155    0.45838E+04    0.10643E+01    0.00000E+00   -0.46178E+02    0.80509E-07    0.25433E-03   -0.67895E-06
   156    0.46155E+04    0.10565E+01    0.00000E+00   -0.46051E+02    0.80059E-07    0.25203E-03   -0.67685E-06
   157    0.46471E+04    0.10483E+01    0.00000E+00   -0.45896E+02    0.79612E-07    0.24976E-03   -0.67535E-06
   158    0.46784E+04    0.10398E+01    0.00000E+00   -0.45714E+02    0.79169E-07    0.24751E-03   -0.67440E-06
   159    0.47093E+04    0.10308E+01    0.00000E+00   -0.45506E+02    0.78730E-07    0.24529E-03   -0.67389E-06
   160    0.47400E+04    0.10216E+01    0.00000E+00   -0.45269E+02    0.78294E-07    0.24309E-03   -0.67377E-06
   161    0.47705E+04    0.10122E+01    0.00000E+00   -0.45006E+02    0.77861E-07    0.24091E-03   -0.67395E-06
   162    0.48006E+04    0.10023E+01    0.00000E+00   -0.44716E+02    0.77432E-07    0.23876E-03   -0.67435E-06
   163    0.48305E+04    0.99223E+00    0.00000E+00   -0.44397E+02    0.77006E-07    0.23664E-03   -0.67490E-06
   164    0.48600E+04    0.98192E+00    0.00000E+00   -0.44052E+02    0.76584E-07    0.23453E-03   -0.67552E-06
   165    0.48893E+04    0.97132E+00    0.00000E+00   -0.43678E+02    0.76165E-07    0.23245E-03   -0.67614E-06
   166    0.49182E+04    0.96059E+00    0.00000E+00   -0.43277E+02    0.75750E-07    0.23039E-03   -0.67667E-06
   167    0.49469E+04    0.94950E+00    0.00000E+00   -0.42849E+02    0.75338E-07    0.22836E-03   -0.67703E-06
   168    0.49751E+04    0.93844E+00    0.00000E+00   -0.42392E+02    0.74929E-07    0.22635E-03   -0.67716E-06
   169    0.50030E+04    0.92710E+00    0.00000E+00   -0.41905E+02    0.74523E-07    0.22436E-03   -0.67698E-06
