#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.207891E-04   0.471052E+06   0.471052E+06   0.628044E+06   0.628043E+06   0.508978E+06   0.471521E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.405763E+00
   0.214923E-04   0.471052E+06   0.471052E+06   0.628042E+06   0.628041E+06   0.508977E+06   0.471521E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.419487E+00
   0.222192E-04   0.471052E+06   0.471052E+06   0.628041E+06   0.628039E+06   0.508976E+06   0.471520E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.433675E+00
   0.229707E-04   0.471052E+06   0.471052E+06   0.628038E+06   0.628037E+06   0.508975E+06   0.471520E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.448343E+00
   0.237477E-04   0.471052E+06   0.471052E+06   0.628036E+06   0.628034E+06   0.508974E+06   0.471520E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.463507E+00
   0.245509E-04   0.471052E+06   0.471052E+06   0.628034E+06   0.628032E+06   0.508972E+06   0.471520E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.479184E+00
   0.253812E-04   0.471052E+06   0.471052E+06   0.628031E+06   0.628029E+06   0.508971E+06   0.471520E+06   0.471052E+06   0.476706E+06  -0.602529E+00   0.469544E+06   0.469544E+06   0.495391E+00
   0.262397E-04   0.471052E+06   0.471052E+06   0.628029E+06   0.628026E+06   0.508970E+06   0.471520E+06   0.471052E+06   0.476706E+06  -0.602528E+00   0.469544E+06   0.469544E+06   0.512147E+00
   0.271272E-04   0.471052E+06   0.471052E+06   0.628026E+06   0.628023E+06   0.508968E+06   0.471520E+06   0.471052E+06   0.476705E+06  -0.602528E+00   0.469544E+06   0.469544E+06   0.529469E+00
   0.280447E-04   0.471052E+06   0.471052E+06   0.628023E+06   0.628020E+06   0.508967E+06   0.471520E+06   0.471052E+06   0.476705E+06  -0.602528E+00   0.469543E+06   0.469543E+06   0.547376E+00
   0.289933E-04   0.471052E+06   0.471052E+06   0.628019E+06   0.628016E+06   0.508965E+06   0.471520E+06   0.471052E+06   0.476705E+06  -0.602528E+00   0.469543E+06   0.469543E+06   0.565890E+00
   0.299739E-04   0.471052E+06   0.471051E+06   0.628016E+06   0.628013E+06   0.508963E+06   0.471520E+06   0.471052E+06   0.476705E+06  -0.602528E+00   0.469543E+06   0.469543E+06   0.585030E+00
