#    L    TT             EE             BB             TE          
   261    0.49346E+04    0.46968E+01    0.19772E-01    0.95952E+02
   262    0.49047E+04    0.48322E+01    0.19905E-01    0.97188E+02
   263    0.48748E+04    0.49697E+01    0.20037E-01    0.98400E+02
   264    0.48442E+04    0.51094E+01    0.20169E-01    0.99579E+02
   265    0.48133E+04    0.52511E+01    0.20300E-01    0.10072E+03
   266    0.47820E+04    0.53951E+01    0.20431E-01    0.10184E+03
   267    0.47504E+04    0.55410E+01    0.20561E-01    0.10292E+03
   268    0.47184E+04    0.56891E+01    0.20691E-01    0.10398E+03
   269    0.46860E+04    0.58390E+01    0.20820E-01    0.10501E+03
   270    0.46534E+04    0.59909E+01    0.20949E-01    0.10600E+03
   271    0.46204E+04    0.61447E+01    0.21077E-01    0.10696E+03
   272    0.45873E+04    0.63006E+01    0.21204E-01    0.10789E+03
   273    0.45539E+04    0.64579E+01    0.21331E-01    0.10879E+03
   274    0.45202E+04    0.66173E+01    0.21458E-01    0.10964E+03
   275    0.44862E+04    0.67783E+01    0.21584E-01    0.11047E+03
   276    0.44522E+04    0.69409E+01    0.21709E-01    0.11125E+03
   277    0.44177E+04    0.71053E+01    0.21834E-01    0.11201E+03
   278    0.43832E+04    0.72712E+01    0.21958E-01    0.11272E+03
   279    0.43484E+04    0.74387E+01    0.22081E-01    0.11340E+03
   280    0.43135E+04    0.76076E+01    0.22204E-01    0.11405E+03
   281    0.42785E+04    0.77780E+01    0.22326E-01    0.11466E+03
   282    0.42432E+04    0.79497E+01    0.22447E-01    0.11522E+03
   283    0.42078E+04    0.81227E+01    0.22568E-01    0.11575E+03
   284    0.41724E+04    0.82970E+01    0.22688E-01    0.11625E+03
   285    0.41368E+04    0.84726E+01    0.22808E-01    0.11670E+03
   286    0.41011E+04    0.86493E+01    0.22926E-01    0.11711E+03
   287    0.40653E+04    0.88271E+01    0.23045E-01    0.11749E+03
   288    0.40294E+04    0.90060E+01    0.23162E-01    0.11782E+03
   289    0.39935E+04    0.91858E+01    0.23279E-01    0.11812E+03
   290    0.39575E+04    0.93663E+01    0.23395E-01    0.11838E+03
   291    0.39216E+04    0.95484E+01    0.23510E-01    0.11858E+03
   292    0.38853E+04    0.97309E+01    0.23625E-01    0.11876E+03
   293    0.38493E+04    0.99133E+01    0.23740E-01    0.11889E+03
   294    0.38132E+04    0.10097E+02    0.23853E-01    0.11898E+03
   295    0.37773E+04    0.10281E+02    0.23966E-01    0.11903E+03
   296    0.37413E+04    0.10466E+02    0.24078E-01    0.11903E+03
   297    0.37054E+04    0.10650E+02    0.24190E-01    0.11900E+03
   298    0.36694E+04    0.10836E+02    0.24301E-01    0.11892E+03
   299    0.36335E+04    0.11022E+02    0.24411E-01    0.11880E+03
   300    0.35977E+04    0.11207E+02    0.24521E-01    0.11863E+03
   301    0.35620E+04    0.11393E+02    0.24630E-01    0.11843E+03
   302    0.35264E+04    0.11579E+02    0.24738E-01    0.11819E+03
   303    0.34910E+04    0.11765E+02    0.24846E-01    0.11790E+03
   304    0.34556E+04    0.11951E+02    0.24953E-01    0.11756E+03
   305    0.34204E+04    0.12137E+02    0.25059E-01    0.11718E+03
   306    0.33853E+04    0.12322E+02    0.25165E-01    0.11676E+03
   307    0.33504E+04    0.12507E+02    0.25270E-01    0.11630E+03
   308    0.33156E+04    0.12693E+02    0.25375E-01    0.11580E+03
   309    0.32811E+04    0.12877E+02    0.25479E-01    0.11525E+03
   310    0.32466E+04    0.13060E+02    0.25582E-01    0.11467E+03
   311    0.32124E+04    0.13245E+02    0.25685E-01    0.11404E+03
   312    0.31785E+04    0.13427E+02    0.25788E-01    0.11338E+03
   313    0.31447E+04    0.13610E+02    0.25889E-01    0.11267E+03
   314    0.31111E+04    0.13792E+02    0.25991E-01    0.11193E+03
   315    0.30778E+04    0.13972E+02    0.26091E-01    0.11114E+03
   316    0.30447E+04    0.14151E+02    0.26192E-01    0.11032E+03
   317    0.30119E+04    0.14329E+02    0.26292E-01    0.10945E+03
   318    0.29792E+04    0.14507E+02    0.26391E-01    0.10855E+03
   319    0.29469E+04    0.14684E+02    0.26490E-01    0.10761E+03
   320    0.29149E+04    0.14859E+02    0.26588E-01    0.10664E+03
   321    0.28832E+04    0.15033E+02    0.26686E-01    0.10563E+03
   322    0.28517E+04    0.15206E+02    0.26783E-01    0.10458E+03
   323    0.28205E+04    0.15376E+02    0.26880E-01    0.10350E+03
   324    0.27897E+04    0.15547E+02    0.26977E-01    0.10237E+03
   325    0.27592E+04    0.15713E+02    0.27073E-01    0.10122E+03
   326    0.27290E+04    0.15880E+02    0.27169E-01    0.10002E+03
   327    0.26991E+04    0.16044E+02    0.27264E-01    0.98794E+02
   328    0.26696E+04    0.16206E+02    0.27359E-01    0.97540E+02
