#    L    TT             EE             BB             TE             PP             TP             EP          
    75    0.20027E+04    0.43688E+00    0.00000E+00   -0.91582E+01    0.11782E-06    0.51730E-03   -0.74971E-06
    76    0.20293E+04    0.45207E+00    0.00000E+00   -0.97173E+01    0.11699E-06    0.50940E-03   -0.75936E-06
    77    0.20562E+04    0.46741E+00    0.00000E+00   -0.10288E+02    0.11617E-06    0.50155E-03   -0.79076E-06
    78    0.20835E+04    0.48291E+00    0.00000E+00   -0.10871E+02    0.11534E-06    0.49381E-03   -0.83462E-06
    79    0.21110E+04    0.49853E+00    0.00000E+00   -0.11459E+02    0.11452E-06    0.48626E-03   -0.88163E-06
    80    0.21388E+04    0.51425E+00    0.00000E+00   -0.12053E+02    0.11371E-06    0.47898E-03   -0.92249E-06
    81    0.21670E+04    0.53004E+00    0.00000E+00   -0.12652E+02    0.11289E-06    0.47201E-03   -0.94982E-06
    82    0.21955E+04    0.54592E+00    0.00000E+00   -0.13257E+02    0.11208E-06    0.46534E-03   -0.96375E-06
    83    0.22243E+04    0.56185E+00    0.00000E+00   -0.13868E+02    0.11127E-06    0.45891E-03   -0.96631E-06
    84    0.22535E+04    0.57784E+00    0.00000E+00   -0.14488E+02    0.11047E-06    0.45268E-03   -0.95951E-06
    85    0.22829E+04    0.59386E+00    0.00000E+00   -0.15118E+02    0.10967E-06    0.44660E-03   -0.94538E-06
    86    0.23125E+04    0.60992E+00    0.00000E+00   -0.15759E+02    0.10888E-06    0.44065E-03   -0.92594E-06
    87    0.23427E+04    0.62599E+00    0.00000E+00   -0.16410E+02    0.10809E-06    0.43480E-03   -0.90326E-06
    88    0.23728E+04    0.64208E+00    0.00000E+00   -0.17069E+02    0.10730E-06    0.42907E-03   -0.87941E-06
    89    0.24034E+04    0.65815E+00    0.00000E+00   -0.17736E+02    0.10652E-06    0.42345E-03   -0.85645E-06
    90    0.24342E+04    0.67418E+00    0.00000E+00   -0.18408E+02    0.10574E-06    0.41795E-03   -0.83646E-06
    91    0.24652E+04    0.69014E+00    0.00000E+00   -0.19084E+02    0.10497E-06    0.41256E-03   -0.82109E-06
    92    0.24966E+04    0.70602E+00    0.00000E+00   -0.19762E+02    0.10420E-06    0.40728E-03   -0.81039E-06
    93    0.25282E+04    0.72180E+00    0.00000E+00   -0.20444E+02    0.10344E-06    0.40211E-03   -0.80400E-06
    94    0.25600E+04    0.73746E+00    0.00000E+00   -0.21127E+02    0.10268E-06    0.39705E-03   -0.80155E-06
    95    0.25922E+04    0.75298E+00    0.00000E+00   -0.21812E+02    0.10193E-06    0.39209E-03   -0.80270E-06
    96    0.26244E+04    0.76835E+00    0.00000E+00   -0.22499E+02    0.10118E-06    0.38724E-03   -0.80708E-06
    97    0.26570E+04    0.78356E+00    0.00000E+00   -0.23186E+02    0.10044E-06    0.38249E-03   -0.81433E-06
    98    0.26899E+04    0.79860E+00    0.00000E+00   -0.23872E+02    0.99705E-07    0.37784E-03   -0.82410E-06
    99    0.27229E+04    0.81343E+00    0.00000E+00   -0.24558E+02    0.98973E-07    0.37328E-03   -0.83602E-06
   100    0.27563E+04    0.82804E+00    0.00000E+00   -0.25242E+02    0.98247E-07    0.36882E-03   -0.84975E-06
   101    0.27898E+04    0.84249E+00    0.00000E+00   -0.25926E+02    0.97525E-07    0.36445E-03   -0.86492E-06
   102    0.28239E+04    0.85664E+00    0.00000E+00   -0.26607E+02    0.96809E-07    0.36016E-03   -0.88117E-06
   103    0.28579E+04    0.87056E+00    0.00000E+00   -0.27286E+02    0.96098E-07    0.35597E-03   -0.89815E-06
